LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,CREDIT_UTILIZATION,BILL_CHANGE_MEAN,MAX_DELAY,LAST_DELAY,RECENT_PAY_RATIO,PAYMENT_STD,TOTAL_BILL,TOTAL_PAY,PAY_TO_BILL_RATIO
90000,2,3,2,26,0,0,0,0,0,0,91564,43201,42219,1769,2269,3269,3000,3000,1000,500,1000,86500,1.0,18259.0,0,0,0.0327639683718492,34636.20456497315,184291.0,95000,0.5154890906229821
180000,1,1,2,28,-1,-1,-1,-1,-1,-1,666,662,-4,55566,1056,390,662,0,61411,1056,0,1998,0.0037,22283.2,-1,-1,0.993993993993994,24778.76221081271,58336.0,65127,1.1164118211738892
60000,1,2,1,44,0,0,0,0,0,0,58216,60193,57815,50054,27535,22962,3000,2488,2000,1000,2000,3000,0.9702666666666668,7841.6,0,0,0.0515322248179194,757.5117160810122,276775.0,13488,0.0487327251377472
240000,1,2,1,44,0,-1,-1,-1,-1,0,8421,14201,-28,-401,5109,7001,14230,0,0,7000,2000,3919,0.0350875,5556.8,0,0,1.6898230613941336,5440.712468663151,34303.0,27149,0.7914468122321663
280000,2,4,2,25,0,0,0,0,0,0,8574,10420,12211,12639,22439,18096,2000,2000,3000,10000,5096,12704,0.0306214285714285,3641.6,0,0,0.2332633543270352,4528.152647603656,84379.0,34800,0.4124248924495431
70000,2,3,2,60,0,0,0,0,0,0,10083,11091,12117,13125,13407,13692,1184,1210,1218,500,500,543,0.1440428571428571,721.8,0,0,0.1174253694337002,378.23929815219714,73515.0,5155,0.0701217438617969
150000,1,1,1,55,3,3,3,3,2,2,97719,99733,97297,98496,99683,101430,4500,0,3700,3700,3500,3000,0.65146,1716.6,3,3,0.0460504098486476,1578.1846110853658,594358.0,18400,0.0309577729247356
30000,2,1,2,22,-1,-1,-1,-1,-1,-1,8066,4869,3781,1991,3951,2612,4869,4000,1991,3951,2612,2668,0.2688666666666666,1874.8,-1,-1,0.6036449293330027,1090.6601212110031,25270.0,20091,0.7950534230312624
230000,2,1,2,29,-1,-1,2,-1,-1,-1,3764,10943,6588,4571,2526,5375,11142,1430,4571,2526,5375,3133,0.0163652173913043,3689.0,2,-1,2.9601487778958555,3459.6591402429613,33767.0,28177,0.834453756626292
50000,1,3,2,40,0,0,0,0,2,2,55397,55877,57335,59595,55949,51225,2000,2356,3494,2000,0,1725,1.0,2513.6,2,0,0.0361030380706536,1131.7502227376265,335378.0,11575,0.0345132954457358
360000,1,1,1,44,-1,-1,-1,-1,-1,-1,16731,4840,-16,-16,3267,3438,4864,0,0,3283,3455,0,0.046475,4040.2,-1,-1,0.2907178291793676,2188.11376913237,28244.0,11602,0.4107775102676674
50000,1,2,2,35,-1,-1,-1,-1,-1,0,780,0,390,390,28094,28263,0,390,390,28094,1011,965,0.0156,5808.6,0,-1,0.0,11250.866325162106,57917.0,30850,0.532658804841411
70000,2,2,2,39,2,0,0,0,0,0,67607,69623,71030,30087,29742,29191,3700,3700,1300,1300,1100,1200,0.9658142857142856,9052.4,2,2,0.0547280607037732,1280.234353546256,297280.0,12300,0.0413751345532831
80000,2,3,2,33,0,0,0,0,-1,-1,73132,74668,77427,80700,15525,81621,2710,4000,5000,15525,81621,2493,0.91415,27767.8,0,0,0.0370562817918284,31276.63381770274,403073.0,111349,0.2762502077787398
230000,1,1,2,59,1,-1,-1,-1,-1,-1,0,0,0,0,1715,0,0,0,0,1715,0,0,0.0,686.0,1,1,0.0,700.1458181455251,1715.0,1715,1.0
150000,2,2,1,50,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0.0,0.0,0.0,0,0.0
350000,1,1,2,37,-1,-1,-1,-1,-1,-1,316,316,316,466,466,316,316,316,466,466,316,316,0.0009028571428571,60.0,-1,-1,1.0,77.45966692414834,2196.0,2196,1.0
120000,2,1,2,36,0,0,0,0,2,2,84171,76025,78068,78589,77213,82567,3438,4000,12242,0,6894,0,0.701425,3488.0,2,0,0.0408454218198667,4637.184447485349,476633.0,26574,0.0557535881904945
80000,2,2,1,27,0,-1,-1,-1,-1,-1,20417,3061,7920,2830,3092,2315,3082,7932,2838,3112,2333,0,0.2552125,5668.8,0,0,0.150952637507959,2589.7743852827543,39635.0,19297,0.4868676674656238
150000,2,2,2,34,3,3,4,4,5,5,103389,108189,112968,117613,122161,129616,8000,8000,8000,8000,10000,5000,0.68926,5245.4,5,3,0.0773776707386666,1602.0819787597222,693936.0,47000,0.0677295888958059
240000,2,2,2,30,-1,-1,0,-1,-1,-1,4684,18412,16580,416,416,416,18432,1416,16580,416,416,416,0.0195166666666666,6344.8,0,-1,3.9350982066609737,8724.437922678268,40924.0,37676,0.920633369172124
180000,2,1,2,28,0,0,0,0,0,0,171237,172787,174667,176618,141697,143738,8000,7000,7000,5010,5200,6000,0.9513166666666668,8468.6,0,0,0.0467188750094897,1166.7119038848737,980744.0,38210,0.0389602179569796
150000,1,1,1,31,-1,-1,-1,-1,-1,-1,15000,0,0,0,0,11694,0,0,0,0,11694,30000,0.1,5338.8,-1,-1,0.0,12223.076781236385,26694.0,41694,1.5619240278714317
130000,1,1,2,27,-1,-1,-1,-1,-1,-1,339,339,339,339,339,339,339,339,339,339,339,339,0.0026076923076923,0.0,-1,-1,1.0,0.0,2034.0,2034,1.0
260000,1,2,1,43,0,0,0,0,0,0,175247,164173,152724,153527,153375,105491,8500,5950,4000,3000,6000,30588,0.674026923076923,14272.4,0,0,0.0485029700936392,10419.94884824297,904537.0,58038,0.0641632127817878
50000,1,3,3,39,0,0,0,0,0,0,31514,32346,26223,25791,19476,19066,1710,1787,1295,825,684,784,0.63028,2822.4,0,0,0.0542615980199276,488.1448214071994,154416.0,7085,0.0458825510309812
310000,2,1,2,31,-1,-1,-1,-1,-1,-1,9108,24480,6864,0,150,150,24485,6864,0,150,150,271,0.0293806451612903,8000.4,-1,-1,2.6882960035133947,9766.614172782703,40752.0,31920,0.7832744405182568
390000,2,3,1,58,-1,-1,-1,-1,-1,-1,1186,15523,0,609,0,0,15657,0,609,0,0,0,0.0030410256410256,6215.6,-1,-1,13.201517706576729,6346.8953670278825,17318.0,16266,0.9392539554221042
80000,2,3,2,46,0,0,0,0,0,0,76184,78306,79835,40499,41346,42348,3345,3344,1447,1497,1686,1509,0.9523,8967.2,0,0,0.043906857082852,938.0396580102572,358518.0,12828,0.0357806302612421
50000,1,3,2,38,1,2,0,0,0,0,38811,33993,35365,15426,17157,21842,0,2077,2000,2000,5000,0,0.77622,6509.0,2,1,0.0,1836.5152236414124,162594.0,11077,0.0681267451443472
170000,1,1,2,29,0,0,0,0,0,0,175349,165527,147798,120811,117680,118907,5800,6520,5700,4300,4500,4500,1.0,11779.2,0,0,0.0330768923689328,909.945053286186,846072.0,31320,0.0370181261169262
280000,1,1,2,30,0,0,0,0,0,0,100740,104055,106380,112596,114235,117232,5000,4000,8000,5000,5000,18000,0.3597857142857142,3298.4,0,0,0.0496327178876315,5319.774431308155,655238.0,45000,0.0686773355635662
130000,2,2,2,24,1,-1,-1,-1,-1,-1,-10,-10,3362,-3,998,937,0,3372,0,1001,939,1013,0.0,1559.8,1,1,-0.0,1233.9101128796483,5274.0,6325,1.1992794842624197
130000,2,1,2,30,2,3,2,2,0,0,9123,8830,9533,10220,10353,10636,0,1000,1000,600,600,400,0.070176923076923,419.8,3,2,0.0,379.4733192202055,58695.0,3600,0.0613340148223869
290000,1,3,1,35,0,0,0,0,0,0,80748,78241,76401,76435,77434,79223,2755,2824,2456,2245,2500,1200,0.2784413793103448,1433.8,0,0,0.0341184920988755,592.2097601357141,468482.0,13980,0.0298410611293496
160000,2,2,1,42,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0.0,0.0,0.0,0,0.0
20000,1,4,1,28,0,0,0,-1,-1,-1,9278,10400,0,0,0,0,1400,0,0,0,0,0,0.4639,2304.4,0,0,0.1508945893511532,571.5476066494083,19678.0,1400,0.0711454416099197
50000,2,1,2,26,1,-1,-1,-1,-1,-1,0,0,0,1363,0,1624,0,0,1363,0,1624,2349,0.0,870.0,1,1,0.0,1026.3979085455435,2987.0,5336,1.7864077669902914
280000,2,2,2,35,-1,-1,-1,-1,-1,-1,1616,1198,494,698,1233,5080,1198,494,698,1233,5080,17095,0.0057714285714285,1141.6,-1,-1,0.7413366336633663,6493.217343248773,10319.0,25798,2.500048454307588
140000,2,2,2,36,0,0,0,0,0,0,134183,136457,97395,99249,77188,71675,8144,6812,5036,3000,15000,10000,0.95845,14152.8,0,0,0.0606932323766796,4200.413439968341,616147.0,47992,0.0778905034025971
340000,1,1,1,53,-1,-1,-1,-1,-1,-1,3780,3295,1461,1903,1492,4409,3295,1461,1903,1492,4409,3396,0.0111176470588235,1217.8,-1,-1,0.8716931216931217,1214.8080781204358,16340.0,15956,0.976499388004896
280000,2,3,1,46,0,0,0,0,0,0,100858,107768,111858,83428,73908,81908,7768,5000,10000,0,8000,0,0.3602071428571428,11390.0,0,0,0.0770191754744294,4279.334527704044,559728.0,30768,0.0549695566417974
210000,1,2,2,37,0,0,0,0,0,0,18896,19777,20803,21816,22250,22716,1500,1350,1363,797,825,829,0.0899809523809523,764.0,0,0,0.0793818797629127,326.1476148412965,126258.0,6664,0.0527808138890208
280000,2,1,2,31,1,-1,-1,-1,-1,-1,0,0,0,0,710,7611,0,0,0,710,7611,4750,0.0,1522.2,1,1,0.0,3240.948857973541,8321.0,13071,1.5708448503785604
90000,2,4,2,49,-1,-1,-1,-1,-1,-1,1722,0,0,0,0,0,0,0,0,0,0,11135,0.0191333333333333,344.4,-1,-1,0.0,4545.844714315114,1722.0,11135,6.466318234610918
300000,2,3,1,37,1,2,2,-1,-1,-1,5975,5312,1896,1523,2559,2881,1905,5,1527,2569,2889,2074,0.0199166666666666,1162.0,2,1,0.3188284518828452,1015.3991169321876,20146.0,10969,0.5444753300903405
180000,2,1,1,37,-1,-1,-1,-1,-1,-1,29206,16231,8392,25062,13088,23174,16231,8405,25062,13088,23174,8556,0.1622555555555555,11908.8,-1,-1,0.5557419708279121,7139.31850155648,115153.0,94516,0.820786258282459
210000,2,2,1,30,0,0,0,0,0,0,107539,103234,47363,45810,42093,36587,3000,3018,2000,1500,1500,2000,0.5120904761904762,14190.4,0,0,0.027896856024326,687.5468468887532,382626.0,13018,0.0340227794242942
400000,2,1,2,46,0,-1,2,-1,0,0,2030,10520,6073,8591,6611,17080,10540,18,8591,0,10990,0,0.005075,5580.8,2,0,5.192118226600985,5554.891265062411,50905.0,30139,0.592063647971712
240000,2,3,1,24,0,0,0,0,0,0,136760,193321,189572,194799,52599,51487,90000,7170,9000,3000,3000,2367,0.5698333333333333,41769.8,0,0,0.6580871599883007,34841.23283553554,818538.0,114537,0.1399287510170572
200000,2,3,2,26,-1,-1,0,0,-1,-1,0,2381,10,1010,2230,1191,0,15,1000,2000,1191,866,0.0,1602.2,0,-1,0.0,759.0956900593407,6822.0,5072,0.7434769862210495
390000,1,1,2,31,0,0,0,0,0,0,19469,17227,17400,19180,20036,4071,2227,2400,2180,1036,2071,3291,0.0499205128205128,4203.2,0,0,0.1143869741640556,721.5182372377476,97383.0,13205,0.1355986157748272
120000,2,2,2,26,-1,2,0,0,0,2,2682,1725,2682,3272,3455,3261,0,1000,1000,1000,0,2000,0.02235,576.2,2,-1,0.0,752.772652709081,17077.0,5000,0.2927914739122796
30000,2,2,1,47,1,2,0,0,0,0,23709,23047,24056,24380,24835,25423,0,1698,1022,1000,1000,1000,0.7903,607.6,2,1,0.0,543.0693019004726,145450.0,5720,0.0393262289446545
140000,2,2,1,42,0,0,0,0,0,0,111496,112133,69529,70804,70781,66735,6022,3021,5012,5112,3000,5000,0.7964,9717.0,0,0,0.0540109062208509,1235.796490797197,501478.0,27167,0.0541738620637395
30000,2,3,2,22,0,0,0,0,0,0,28579,26683,25591,16337,19690,19986,2006,2041,2001,4004,2006,2000,0.9526333333333332,3178.2,0,0,0.070191399279191,813.8643621636224,136866.0,14058,0.1027136030862303
400000,1,1,1,44,0,0,0,0,0,0,95719,96369,92336,91816,57477,66203,4652,3565,2731,10031,16027,25000,0.2392975,9653.6,0,0,0.0486005913141591,8757.895949751097,499920.0,62006,0.1240318450952152
230000,2,2,2,31,1,2,0,0,0,2,19451,13716,14718,13524,15529,12936,1017,5028,5003,3012,3,3898,0.0845695652173913,2505.8,2,1,0.0522852295511798,2090.233742910108,89874.0,17961,0.1998464516990453
130000,2,2,2,29,2,0,0,0,0,0,120844,123333,126347,129249,132093,129155,4500,5000,5000,5000,4700,5000,0.9295692307692308,2837.4,2,2,0.0372380920856641,216.02468994692867,761021.0,29200,0.0383695062291316
220000,1,1,1,45,-1,-1,-1,-1,-1,-1,3455,11997,5874,416,416,416,12001,5874,416,416,416,416,0.0157045454545454,4024.6,-1,-1,3.4735166425470334,4808.146160423995,22574.0,19539,0.8655532913971826
240000,2,1,2,29,0,0,0,0,0,0,236883,241574,244010,239778,191762,196015,8636,9303,8159,5449,5900,5323,0.9870125,12725.6,0,0,0.0364568162341746,1769.3331700577671,1350022.0,42770,0.0316809651990856
220000,2,3,2,40,0,0,0,0,0,0,220091,203554,207953,156699,157883,161208,7797,8201,7302,5437,5651,5683,1.0,15339.8,0,0,0.0354262555034054,1228.486833466277,1107388.0,40071,0.0361851491979324
180000,1,2,1,40,-1,-1,-1,-1,-1,-1,3071,5630,9040,1288,1419,2385,5639,9044,1290,1421,2386,1964,0.0170611111111111,2963.6,-1,-1,1.8362097036795832,3099.213900330212,22833.0,21744,0.9523058730784392
110000,2,2,2,35,0,0,0,0,0,0,125719,121523,116319,116082,111141,110854,4316,4120,4001,4173,4103,3888,1.0,2973.0,0,0,0.0343305307869136,146.382262131266,701638.0,24601,0.035062240072516
60000,1,3,1,46,0,0,0,0,0,0,56869,57976,54398,46937,19085,19506,2110,2131,2010,1000,1000,1000,0.9478166666666666,8083.8,0,0,0.0371028152420475,594.9556005843349,254771.0,9251,0.0363110401105306
130000,2,3,2,24,0,0,0,0,0,0,90141,91948,94067,96604,97706,121027,4200,4500,5000,3600,25000,5000,0.6933923076923076,6177.2,0,0,0.0465936699171298,8402.00372926998,591493.0,47300,0.0799671340151109
100000,2,3,2,46,1,-1,2,2,-1,0,0,203,203,0,7856,16544,203,0,0,7856,10000,865,0.0,3390.0,2,1,0.0,4534.751900600517,24806.0,18924,0.7628799483995807
360000,1,1,1,38,-1,-1,-1,-1,-1,-1,7975,4062,1914,4877,2100,3602,4062,1914,4877,2100,3602,9452,0.0221527777777777,2660.6,-1,-1,0.5093416927899687,2754.840666898904,24530.0,26007,1.060211985324093
150000,1,1,1,54,-1,-1,-1,-1,-1,-1,4015,499,-948,-1580,316,316,501,632,0,1896,316,782,0.0267666666666666,1498.2,-1,-1,0.1247820672478206,650.8352838212343,2618.0,4127,1.576394194041253
80000,1,1,2,29,0,0,0,0,0,0,51630,54183,55685,58642,60533,61823,4000,3000,4500,3000,2300,6500,0.645375,2038.6,0,0,0.0774743366259926,1503.883860764077,342496.0,23300,0.0680299915911426
360000,2,3,2,39,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0.0,0.0,0.0,0,0.0
360000,1,1,1,49,-1,-1,-1,-1,-1,0,1050,390,390,750,930,540,390,390,750,930,150,540,0.0029166666666666,318.0,0,-1,0.3714285714285714,279.98214228768234,4050.0,3150,0.7777777777777778
150000,2,2,2,23,-1,-1,0,0,0,0,956,66470,66187,65419,61645,64189,66470,2451,2543,5000,4189,10000,0.0063733333333333,14576.6,0,-1,69.52928870292887,25312.53366549201,324866.0,90653,0.2790473610657932
50000,1,3,1,22,0,0,0,0,0,0,46450,47599,48456,44546,43256,13342,2200,2016,2009,2092,1020,1018,0.929,7424.0,0,0,0.0473627556512378,551.818961858567,243649.0,10355,0.0424996613981588
100000,2,2,1,41,1,3,2,2,2,2,51345,50249,51421,52684,51400,0,0,2300,2400,0,0,0,0.51345,11243.0,3,1,0.0,1213.9467313958494,257099.0,4700,0.0182808956860975
60000,1,3,1,39,0,0,0,0,0,0,36343,27996,25656,16907,15837,11195,5140,3008,3000,6000,2000,3000,0.6057166666666667,5029.6,0,0,0.1414302616734997,1530.490988757094,133934.0,22148,0.1653650305374288
140000,1,2,1,29,0,0,0,0,2,0,140933,140883,138087,141620,110532,111638,5503,7210,15128,0,4200,4300,1.0,7714.6,2,0,0.0390469230059673,5042.660266830066,783693.0,36341,0.0463714745442411
420000,1,2,1,41,0,0,0,0,0,0,193370,198053,202618,197985,200163,2559,4988,4976,6019,5065,1035,182778,0.4604047619047619,42732.6,0,0,0.0257951078243781,72836.41982071882,994748.0,204861,0.205942610590823
410000,2,1,2,34,0,0,0,0,0,0,43719,44624,40881,39008,47638,27519,2626,2616,2617,20000,1012,511,0.1066317073170731,7054.0,0,0,0.0600654177817424,7456.401705916869,243389.0,29382,0.1207203283632374
500000,1,1,1,45,-1,-1,-1,-1,-1,-1,10147,7358,11727,10850,9061,13017,7395,11807,10904,9106,13081,7063,0.020294,2756.0,-1,-1,0.7287868335468611,2437.914409216752,62160.0,59356,0.9548906048906048
300000,2,2,1,45,-1,-1,-1,-1,0,-1,41051,70951,18911,15982,2665,57096,71277,19003,16050,2659,54394,52000,0.1368366666666666,30523.4,0,-1,1.7363036223234514,26971.33777487996,206656.0,215383,1.0422295989470425
220000,2,2,2,29,0,0,2,0,0,0,43596,45765,41308,39770,31840,33173,6000,2,3006,2000,2000,1500,0.1981636363636363,3485.4,2,0,0.137627305257363,2010.2584908414144,235452.0,14508,0.0616176545537944
120000,1,3,2,26,0,0,0,0,0,0,88143,83432,78471,77711,79250,55860,6000,4100,3000,3000,2000,0,0.734525,7072.2,0,0,0.0680712024777917,2010.3896803024695,462867.0,18100,0.0391041054989878
120000,2,2,2,29,0,0,0,0,0,0,82064,83847,85558,86491,88136,89886,4000,4000,3250,3195,3210,4200,0.6838666666666666,1564.4,0,0,0.0487424449210372,470.69894837358623,515982.0,21855,0.042356128702164
50000,1,1,1,40,0,0,0,0,0,0,42549,36110,9715,8965,6652,7385,2200,2000,1000,500,1000,400,0.85098,7326.0,0,0,0.0517050929516557,754.7626558506103,111376.0,7100,0.0637480247090935
50000,2,3,2,23,2,0,0,0,0,0,37350,39740,40779,41793,42916,44199,3000,2000,2000,1800,2000,2000,0.747,1369.8,2,2,0.0803212851405622,432.0493798938574,246777.0,12800,0.0518686911665187
200000,1,2,2,29,1,2,0,0,0,0,204212,186635,137983,82191,83964,86067,0,4075,3000,3100,4400,2930,1.0,25179.4,2,1,0.0,1554.9718646972362,781052.0,17505,0.022412080117585
210000,2,2,1,36,0,0,0,0,0,0,54717,55522,54929,55696,54773,51616,2017,1900,1900,1925,1845,1886,0.2605571428571429,1249.0,0,0,0.0368624010819306,57.70066435203902,327253.0,11473,0.0350585021374899
140000,2,3,1,56,-1,-1,3,2,2,5,11106,13627,13125,14600,16066,17521,3000,0,2000,2000,2000,3000,0.0793285714285714,1483.8,5,-1,0.2701242571582928,1095.4451150103323,86045.0,12000,0.1394619094659771
50000,2,1,2,30,2,0,0,0,0,0,2989,4008,4861,4958,5244,8134,1228,1081,178,366,3156,0,0.05978,1029.0,2,2,0.4108397457343593,1164.8611505239585,30194.0,6009,0.1990130489501225
80000,2,1,2,24,-1,-1,-1,-1,-1,-1,390,1063,390,741,390,765,1063,390,741,390,765,390,0.004875,484.6,-1,-1,2.7256410256410257,279.4833924702265,3739.0,3739,1.0
500000,1,2,2,36,1,-1,-1,0,0,0,226,8546,121867,116089,114293,118081,9125,126768,3468,4050,15099,5015,0.000452,26600.6,1,1,40.376106194690266,48945.30293058433,479102.0,163525,0.3413156279873597
130000,2,2,1,28,2,0,0,0,0,-1,98606,100143,50456,50000,0,0,4500,2500,1000,0,0,0,0.7585076923076923,20336.0,2,2,0.0456361681844918,1834.847859269718,299205.0,8000,0.0267375210975752
110000,1,2,2,40,0,0,0,0,0,0,106455,109191,110937,108869,43207,42954,6000,5000,3814,2000,1600,1600,0.9677727272727272,14493.0,0,0,0.0563618430322671,1892.4356439960293,521613.0,20014,0.038369442479386
120000,2,2,1,30,2,-1,3,2,0,-1,1248,1701,1551,1410,479,3158,1701,0,9,0,3158,0,0.0104,870.8,3,2,1.3629807692307692,1335.4306671132974,9547.0,4868,0.5098983974023253
70000,2,3,1,42,0,0,0,0,0,0,6489,9372,11179,8688,8295,10147,3000,2000,295,1000,2000,1000,0.0927,1885.2,0,0,0.4623208506703652,968.247988206878,54170.0,9295,0.1715894406498061
90000,2,2,1,32,1,-1,-1,-1,-1,-1,0,323,0,2520,1651,0,323,0,2520,1651,0,0,0.0,1137.2,1,1,0.0,1078.3806378083762,4494.0,4494,1.0
310000,2,3,1,53,-1,-1,-1,-1,-1,-1,1126,2603,-6,1184,7883,193,2635,0,1190,7909,193,3189,0.0036322580645161,3933.0,-1,-1,2.3401420959147425,2933.814354499389,12983.0,15116,1.164291766155742
20000,1,1,2,33,0,0,0,0,0,0,17593,38478,19703,19697,17303,1554,1472,1400,394,346,31,0,0.87965,11561.8,0,0,0.0836696413346217,661.934865879315,114328.0,3643,0.0318644601497445
150000,2,1,2,27,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,0.0,0.0,0.0,0,0.0
150000,2,2,1,25,-1,-1,-1,-1,-1,-1,6156,0,0,316,316,316,0,0,316,316,316,316,0.04104,1294.4,-1,-1,0.0,163.1816983202058,7104.0,1264,0.1779279279279279
210000,2,2,2,38,-1,-1,-1,-1,-1,-1,1026,3751,4366,5602,21034,1026,3751,4366,5602,21034,1026,1026,0.0048857142857142,8003.2,-1,-1,3.655945419103314,7527.029491550214,36805.0,36805,1.0
200000,2,1,2,28,1,-1,-1,-1,-1,0,0,0,0,1545,1156,6099,0,0,1545,1156,5000,3000,0.0,1375.4,1,1,0.0,1930.705958969413,8800.0,10701,1.2160227272727273
50000,2,2,1,55,0,0,0,0,0,0,41768,42561,42871,7606,11267,14453,2079,2001,500,4423,4000,2000,0.83536,8643.0,0,0,0.049774947328098,1457.6810007680006,160526.0,15003,0.0934614953340891
20000,2,1,2,23,0,0,0,0,0,0,19082,19286,19637,18826,19522,21775,1321,1400,1000,1000,2583,0,0.9541,863.0,0,0,0.0692275442825699,834.9284200856183,118128.0,7304,0.0618312339157524
30000,2,2,3,41,1,2,2,2,2,2,8055,9263,8973,10337,10022,10924,1500,0,1675,0,1065,0,0.2685,815.8,2,1,0.186219739292365,799.1975141769816,57574.0,4240,0.0736443533539445
270000,2,1,1,36,-1,-1,-1,-1,-1,-1,3291,0,0,0,0,0,0,0,0,0,0,0,0.0121888888888888,658.2,-1,-1,0.0,0.0,3291.0,0,0.0
200000,2,2,2,36,0,0,0,0,0,0,93863,93893,90837,85520,84945,81431,4762,3856,2753,2900,3000,2800,0.469315,2498.4,0,0,0.0507335158688727,804.1826699616615,530489.0,20071,0.0378349032684937
30000,1,2,2,29,1,3,2,0,0,0,31986,31189,29634,28174,27307,24449,0,4,1020,1110,989,982,1.0,1507.4,3,1,0.0,530.3690853232932,172739.0,4105,0.0237641760112076
180000,2,2,1,29,0,0,-1,0,0,0,3783,2813,839,1557,51680,53115,2000,839,718,50824,2242,1100,0.0210166666666666,11044.0,0,0,0.5286809410520751,20195.102690999123,113787.0,57723,0.5072899364602284
230000,2,2,2,33,1,-1,-1,-1,-1,-1,-133,611,19640,13242,1782,3106,744,19640,13242,1782,3106,0,0.0,7791.0,1,1,-5.593984962406015,8089.933176485452,38248.0,38514,1.0069546120058566
80000,1,2,2,29,0,0,0,0,0,0,50695,53476,46685,35760,33853,35708,10010,3000,5000,5000,3000,5000,0.6336875,4851.8,0,0,0.1974553703521057,2566.323570142056,256177.0,31010,0.121049118382993
50000,2,3,1,27,0,0,0,2,0,0,37651,38498,40644,39731,35657,27014,1754,2900,0,1265,832,500,0.75302,3324.6,2,0,0.0465857480545005,1026.2681423487722,219195.0,7251,0.033080134127147
80000,2,1,2,26,0,0,0,0,0,0,37329,38151,39229,40291,40902,42122,3700,2000,2000,3500,2000,4000,0.4666125,958.6,0,0,0.0991186477001794,962.6352718795767,238024.0,17200,0.0722616206769065
330000,2,2,2,36,0,0,0,0,0,0,257156,257576,256014,245244,239441,242025,10037,10109,10053,10014,9001,9001,0.7792606060606061,4227.8,0,0,0.0390307828710977,544.2829227524965,1497456.0,58215,0.0388759335833573
270000,2,2,1,27,1,2,0,0,0,0,253072,247521,253024,258109,243331,247504,0,11000,11000,8900,9000,9200,0.9373037037037036,7018.0,2,1,0.0,4124.277714541864,1502561.0,49100,0.0326775418768356
280000,1,2,1,29,-1,-1,-1,2,2,-1,-650,-650,2057,650,3072,3330,0,2707,3,3072,3330,499,0.0,1358.8,2,-1,-0.0,1594.2222450670629,7809.0,9611,1.2307593802023309
80000,2,2,2,30,0,0,0,2,0,0,35738,37108,41012,40052,41110,42071,1946,4850,0,1700,1800,1800,0.446725,1650.6,2,0,0.0544518439756002,1568.048468638645,237091.0,12096,0.0510183853457111
360000,2,1,2,29,-1,-1,-1,-1,-1,-1,5041,7485,4480,3260,3884,4352,2500,7740,3260,3884,4352,4509,0.0140027777777777,1552.2,-1,-1,0.4959333465582226,1807.8515886727723,28502.0,26245,0.9208125745561716
500000,1,3,2,32,0,0,2,0,0,0,211508,183713,158759,119566,123098,132355,10070,3066,13366,20898,20155,16101,0.423016,20946.2,2,0,0.0476104922745238,6712.080442505637,928999.0,83656,0.0900496125399489
200000,1,3,1,49,0,0,0,0,0,0,51437,52580,53732,54837,56025,59511,2000,2000,2000,2100,4400,0,0.257185,1614.8,0,0,0.0388825164764663,1394.8715592005833,328122.0,12500,0.0380955863977423
100000,1,2,2,26,0,0,0,0,0,0,30928,32186,32949,33680,34419,37782,2500,2000,2000,2000,4500,40000,0.30928,1370.8,0,0,0.0808329022245214,15299.237453764375,201944.0,53000,0.2624489957612011
80000,2,3,3,41,0,0,0,0,0,0,69964,52041,39864,38934,38816,38850,3082,2500,2200,2000,2000,2000,0.87455,6236.4,0,0,0.0440512263449774,431.6178865617133,278469.0,13782,0.049492043997716
230000,2,2,2,51,0,0,0,0,0,0,213457,226037,213682,219016,172407,163690,17000,10000,10000,10000,10000,10000,0.9280739130434784,17119.0,0,0,0.0796413329148259,2857.7380332470416,1208289.0,67000,0.0554503103148336
230000,2,2,1,27,0,0,0,0,0,0,24739,19712,18175,12109,11616,10134,2000,1928,1014,1000,203,34096,0.1075608695652173,2921.0,0,0,0.0808440114798496,13434.53850962759,96485.0,40241,0.4170700108825206
450000,1,3,1,36,-1,-1,-1,-1,-1,-1,550,0,0,0,0,0,0,0,0,0,0,0,0.0012222222222222,110.0,-1,-1,0.0,0.0,550.0,0,0.0
50000,2,3,1,30,-1,-1,-1,-1,-1,-1,0,614,0,0,0,0,614,0,0,0,0,0,0.0,245.6,-1,-1,0.0,250.66445034481197,614.0,614,1.0
240000,1,2,1,48,0,-1,-1,-1,-1,-1,3972,783,0,0,3853,29252,783,0,0,3853,29252,16747,0.01655,6644.8,0,0,0.1971299093655589,12035.638801769795,37860.0,50635,1.3374273639725305
510000,2,3,1,61,0,0,0,2,0,0,187070,181733,192903,181801,178179,223100,8500,17000,0,6508,50000,7000,0.3668039215686274,15230.4,2,0,0.0454375367509488,18067.65094489781,1144786.0,89008,0.0777507761275906
